ID,Model,ModelParameters,TransformationParameters,Ensemble,Runs,smape,mae,rmse,made,mage,mle,imle,spl,containment,contour,maxe,oda,dwae,mqae,ewmae,smape_weighted,mae_weighted,rmse_weighted,made_weighted,mage_weighted,mle_weighted,imle_weighted,spl_weighted,maxe_weighted,oda_weighted,dwae_weighted,mqae_weighted,ewmae_weighted,containment_weighted,contour_weighted,TotalRuntimeSeconds,Score,index
0fef3fcc3b9c20dd52da2db1769f146c,Ensemble,"{""model_name"": ""BestN"", ""model_count"": 3, ""model_metric"": ""best_score"", ""models"": {""2c8b4f8e8de55f5f26e7e3c43fbe9f71"": {""Model"": ""ETS"", ""ModelParameters"": ""{\""damped_trend\"": false, \""trend\"": null, \""seasonal\"": \""additive\"", \""seasonal_periods\"": 7}"", ""TransformationParameters"": ""{\""fillna\"": \""rolling_mean\"", \""transformations\"": {\""0\"": \""ClipOutliers\"", \""1\"": \""Round\"", \""2\"": \""Detrend\""}, \""transformation_params\"": {\""0\"": {\""method\"": \""clip\"", \""std_threshold\"": 3, \""fillna\"": null}, \""1\"": {\""model\"": \""middle\"", \""decimals\"": 0, \""on_transform\"": false, \""on_inverse\"": true}, \""2\"": {\""model\"": \""GLS\""}}}""}, ""0724ed25a3af3538fd9e9111080ea6bb"": {""Model"": ""ETS"", ""ModelParameters"": ""{\""damped_trend\"": false, \""trend\"": null, \""seasonal\"": \""additive\"", \""seasonal_periods\"": 7}"", ""TransformationParameters"": ""{\""fillna\"": \""rolling_mean\"", \""transformations\"": {\""0\"": \""ClipOutliers\"", \""1\"": \""Round\"", \""2\"": \""SeasonalDifference\""}, \""transformation_params\"": {\""0\"": {\""method\"": \""clip\"", \""std_threshold\"": 3, \""fillna\"": null}, \""1\"": {\""model\"": \""middle\"", \""decimals\"": 0, \""on_transform\"": false, \""on_inverse\"": true}, \""2\"": {\""lag_1\"": 7, \""method\"": \""LastValue\""}}}""}, ""16c0c208be3d93960e7044cb8261b038"": {""Model"": ""WindowRegression"", ""ModelParameters"": ""{\""window_size\"": 7, \""input_dim\"": \""univariate\"", \""output_dim\"": \""1step\"", \""normalize_window\"": false, \""max_windows\"": 5000, \""regression_type\"": null, \""regression_model\"": {\""model\"": \""KNN\"", \""model_params\"": {\""n_neighbors\"": 5, \""weights\"": \""uniform\"", \""p\"": 2, \""leaf_size\"": 30}}}"", ""TransformationParameters"": ""{\""fillna\"": \""fake_date\"", \""transformations\"": {\""0\"": \""Discretize\"", \""1\"": \""QuantileTransformer\""}, \""transformation_params\"": {\""0\"": {\""discretization\"": \""sklearn-uniform\"", \""n_bins\"": 10}, \""1\"": {\""output_distribution\"": \""uniform\"", \""n_quantiles\"": 11}}}""}}, ""model_weights"": {}, ""point_method"": ""mean""}",{},1,4,8.883837229212203,6.634432923362992,8.585232613786367,1.147335656070434,3.4254381295527976,4.072557865465653,4.286925316922962,0.3690831938475744,0.35714285714285715,0.5357142857142857,26.68435718709442,0.4285714285714286,1.6357089234229516,6.634432923362992,11.737075919734679,8.883837229212203,6.634432923362992,8.585232613786367,1.147335656070434,3.4254381295527976,4.072557865465653,4.286925316922962,0.3690831938475744,26.68435718709442,0.4285714285714286,1.6357089234229516,6.634432923362992,11.737075919734679,0.35714285714285715,0.5357142857142857,0.49267500000000003,23.935904627326476,
0fef3fcc3b9c20dd52da2db1769f146c,Ensemble,"{""model_name"": ""BestN"", ""model_count"": 3, ""model_metric"": ""best_score"", ""models"": {""2c8b4f8e8de55f5f26e7e3c43fbe9f71"": {""Model"": ""ETS"", ""ModelParameters"": ""{\""damped_trend\"": false, \""trend\"": null, \""seasonal\"": \""additive\"", \""seasonal_periods\"": 7}"", ""TransformationParameters"": ""{\""fillna\"": \""rolling_mean\"", \""transformations\"": {\""0\"": \""ClipOutliers\"", \""1\"": \""Round\"", \""2\"": \""Detrend\""}, \""transformation_params\"": {\""0\"": {\""method\"": \""clip\"", \""std_threshold\"": 3, \""fillna\"": null}, \""1\"": {\""model\"": \""middle\"", \""decimals\"": 0, \""on_transform\"": false, \""on_inverse\"": true}, \""2\"": {\""model\"": \""GLS\""}}}""}, ""0724ed25a3af3538fd9e9111080ea6bb"": {""Model"": ""ETS"", ""ModelParameters"": ""{\""damped_trend\"": false, \""trend\"": null, \""seasonal\"": \""additive\"", \""seasonal_periods\"": 7}"", ""TransformationParameters"": ""{\""fillna\"": \""rolling_mean\"", \""transformations\"": {\""0\"": \""ClipOutliers\"", \""1\"": \""Round\"", \""2\"": \""SeasonalDifference\""}, \""transformation_params\"": {\""0\"": {\""method\"": \""clip\"", \""std_threshold\"": 3, \""fillna\"": null}, \""1\"": {\""model\"": \""middle\"", \""decimals\"": 0, \""on_transform\"": false, \""on_inverse\"": true}, \""2\"": {\""lag_1\"": 7, \""method\"": \""LastValue\""}}}""}, ""16c0c208be3d93960e7044cb8261b038"": {""Model"": ""WindowRegression"", ""ModelParameters"": ""{\""window_size\"": 7, \""input_dim\"": \""univariate\"", \""output_dim\"": \""1step\"", \""normalize_window\"": false, \""max_windows\"": 5000, \""regression_type\"": null, \""regression_model\"": {\""model\"": \""KNN\"", \""model_params\"": {\""n_neighbors\"": 5, \""weights\"": \""uniform\"", \""p\"": 2, \""leaf_size\"": 30}}}"", ""TransformationParameters"": ""{\""fillna\"": \""fake_date\"", \""transformations\"": {\""0\"": \""Discretize\"", \""1\"": \""QuantileTransformer\""}, \""transformation_params\"": {\""0\"": {\""discretization\"": \""sklearn-uniform\"", \""n_bins\"": 10}, \""1\"": {\""output_distribution\"": \""uniform\"", \""n_quantiles\"": 11}}}""}}, ""model_weights"": {}, ""point_method"": ""mean""}",{},1,4,8.883837229212203,6.634432923362992,8.585232613786367,1.147335656070434,3.4254381295527976,4.072557865465653,4.286925316922962,0.3690831938475744,0.35714285714285715,0.5357142857142857,26.68435718709442,0.4285714285714286,1.6357089234229516,6.634432923362992,11.737075919734679,8.883837229212203,6.634432923362992,8.585232613786367,1.147335656070434,3.4254381295527976,4.072557865465653,4.286925316922962,0.3690831938475744,26.68435718709442,0.4285714285714286,1.6357089234229516,6.634432923362992,11.737075919734679,0.35714285714285715,0.5357142857142857,0.49267500000000003,23.935904627326476,78.0
2c8b4f8e8de55f5f26e7e3c43fbe9f71,ETS,"{""damped_trend"": false, ""trend"": null, ""seasonal"": ""additive"", ""seasonal_periods"": 7}","{""fillna"": ""rolling_mean"", ""transformations"": {""0"": ""ClipOutliers"", ""1"": ""Round"", ""2"": ""Detrend""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 3, ""fillna"": null}, ""1"": {""model"": ""middle"", ""decimals"": 0, ""on_transform"": false, ""on_inverse"": true}, ""2"": {""model"": ""GLS""}}}",0,4,9.211392805779601,6.879464285714286,8.850844923119983,1.1449942770639492,3.553571428571429,4.2312855825068585,4.359861453239345,0.37079791662271167,0.42857142857142855,0.5357142857142857,26.0,0.4285714285714286,1.6649195825779317,6.879464285714286,12.482413733896635,9.211392805779601,6.879464285714286,8.850844923119983,1.1449942770639492,3.553571428571429,4.2312855825068585,4.359861453239345,0.37079791662271167,26.0,0.4285714285714286,1.6649195825779317,6.879464285714286,12.482413733896635,0.42857142857142855,0.5357142857142857,0.1004,24.39544070368775,215.0
16c0c208be3d93960e7044cb8261b038,WindowRegression,"{""window_size"": 7, ""input_dim"": ""univariate"", ""output_dim"": ""1step"", ""normalize_window"": false, ""max_windows"": 5000, ""regression_type"": null, ""regression_model"": {""model"": ""KNN"", ""model_params"": {""n_neighbors"": 5, ""weights"": ""uniform"", ""p"": 2, ""leaf_size"": 30}}}","{""fillna"": ""fake_date"", ""transformations"": {""0"": ""Discretize"", ""1"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {""discretization"": ""sklearn-uniform"", ""n_bins"": 10}, ""1"": {""output_distribution"": ""uniform"", ""n_quantiles"": 11}}}",0,4,8.946260868026116,6.683312109600491,8.780963285157632,1.2198486065509515,3.442951205286904,4.016286651852472,4.405077748988624,0.4330075723186229,0.3214285714285714,0.5,28.05307156128329,0.44642857142857145,1.7512112329779514,6.683312109600491,12.575745380256235,8.946260868026116,6.683312109600491,8.780963285157632,1.2198486065509515,3.442951205286904,4.016286651852472,4.405077748988624,0.4330075723186229,28.05307156128329,0.44642857142857145,1.7512112329779514,6.683312109600491,12.575745380256235,0.3214285714285714,0.5,0.304125,25.146476875858863,114.0
184b54c5800d6569773eaaa5b2258a21,MetricMotif,"{""window"": 7, ""point_method"": ""weighted_mean"", ""distance_metric"": ""mae"", ""k"": 15, ""comparison_transformation"": {""fillna"": ""quadratic"", ""transformations"": {""0"": ""AlignLastValue""}, ""transformation_params"": {""0"": {""rows"": 7, ""lag"": 2, ""method"": ""additive"", ""strength"": 1.0, ""first_value_only"": false}}}, ""combination_transformation"": {""fillna"": ""zero"", ""transformations"": {""0"": ""ClipOutliers""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 3, ""fillna"": null}}}}","{""fillna"": ""linear"", ""transformations"": {""0"": ""MaxAbsScaler"", ""1"": ""StandardScaler""}, ""transformation_params"": {""0"": {}, ""1"": {}}}",0,4,9.443633247044772,7.060156024357555,9.222657776408251,1.20451854636247,3.6449191652085347,4.311845953340898,4.531189527294619,0.3935780248579599,0.3392857142857143,0.5357142857142857,28.275936990765885,0.4285714285714286,1.8430862227588234,7.060156024357555,13.11639332704224,9.443633247044772,7.060156024357555,9.222657776408251,1.20451854636247,3.6449191652085347,4.311845953340898,4.531189527294619,0.3935780248579599,28.275936990765885,0.4285714285714286,1.8430862227588234,7.060156024357555,13.11639332704224,0.3392857142857143,0.5357142857142857,0.033174999999999996,25.23014540973217,123.0
094f64653c9b37bfb44ee0ac6f530f97,Theta,"{""deseasonalize"": true, ""difference"": false, ""use_test"": false, ""method"": ""auto"", ""period"": null, ""theta"": 2.5, ""use_mle"": false}","{""fillna"": ""mean"", ""transformations"": {""0"": ""ClipOutliers""}, ""transformation_params"": {""0"": {""method"": ""clip"", ""std_threshold"": 1, ""fillna"": null}}}",0,4,9.372599659178952,7.010279271494552,8.771098968367538,1.1337937656864105,3.6250017191036705,3.7951506106473043,5.059312089276576,0.4429563925567474,0.4107142857142857,0.5357142857142857,27.596857339987267,0.4285714285714286,1.7456621828864716,7.010279271494552,13.144660019888404,9.372599659178952,7.010279271494552,8.771098968367538,1.1337937656864105,3.6250017191036705,3.7951506106473043,5.059312089276576,0.4429563925567474,27.596857339987267,0.4285714285714286,1.7456621828864716,7.010279271494552,13.144660019888404,0.4107142857142857,0.5357142857142857,0.15385,25.56821186776643,49.0
6a118f46f1804a042a81ee4a6d884cce,ARIMA,"{""p"": 2, ""d"": 0, ""q"": 1, ""regression_type"": null}","{""fillna"": ""KNNImputer"", ""transformations"": {""0"": ""QuantileTransformer""}, ""transformation_params"": {""0"": {""output_distribution"": ""uniform"", ""n_quantiles"": 23}}}",0,4,9.434709609447543,7.0636479591836725,9.054667867097987,1.2008032272062756,3.643877551020408,3.801361110675173,5.08070599611184,0.42823079104425765,0.375,0.17857142857142855,30.0,0.4285714285714286,1.853428116788166,7.0636479591836725,13.39935488470428,9.434709609447543,7.0636479591836725,9.054667867097987,1.2008032272062756,3.643877551020408,3.801361110675173,5.08070599611184,0.42823079104425765,30.0,0.4285714285714286,1.853428116788166,7.0636479591836725,13.39935488470428,0.375,0.17857142857142855,0.43605000000000005,26.39677789089565,490.0
aab5035933069344be29b1b299f3a050,DatepartRegression,"{""regression_model"": {""model"": ""ExtraTrees"", ""model_params"": {""n_estimators"": 100, ""min_samples_leaf"": 1, ""max_depth"": null}}, ""datepart_method"": ""recurring"", ""polynomial_degree"": 2, ""regression_type"": null}","{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""PowerTransformer"", ""1"": ""RobustScaler""}, ""transformation_params"": {""0"": {}, ""1"": {}}}",0,4,10.142795104068144,7.5943376940489085,9.54944503705831,1.2081252476334796,3.9413865600203986,4.762390995426081,4.722615778082082,0.43230233001031326,0.32142857142857145,0.5,23.323157217247157,0.44642857142857145,1.585858930763389,7.5943376940489085,15.270022925196884,10.142795104068144,7.5943376940489085,9.54944503705831,1.2081252476334796,3.9413865600203986,4.762390995426081,4.722615778082082,0.43230233001031326,23.323157217247157,0.44642857142857145,1.585858930763389,7.5943376940489085,15.270022925196884,0.32142857142857145,0.5,0.275875,26.80668820690242,734.0
51330b68bf30bfdc3c51afc6b8947c8c,GLM,"{""family"": ""Binomial"", ""constant"": false, ""regression_type"": ""datepart""}","{""fillna"": ""quadratic"", ""transformations"": {""0"": ""cffilter"", ""1"": ""RobustScaler"", ""2"": ""Detrend"", ""3"": ""PowerTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {}, ""2"": {""model"": ""GLS"", ""phi"": 1, ""window"": null, ""transform_dict"": null}, ""3"": {}}}",0,4,9.986096875244137,7.479015708003157,9.160699655409122,1.223214446207543,3.8757130495687164,4.787852348711116,4.64056781647372,0.43504457330290347,0.3035714285714286,0.3214285714285714,28.51566285713666,0.4285714285714286,1.7661563739083788,7.479015708003157,13.864207662493467,9.986096875244137,7.479015708003157,9.160699655409122,1.223214446207543,3.8757130495687164,4.787852348711116,4.64056781647372,0.43504457330290347,28.51566285713666,0.4285714285714286,1.7661563739083788,7.479015708003157,13.864207662493467,0.3035714285714286,0.3214285714285714,0.27494999999999997,26.922515398909862,392.0
29afd3e1c6fdef451bcb2800d8414986,SeasonalNaive,"{""method"": ""median"", ""lag_1"": 24, ""lag_2"": null}","{""fillna"": ""fake_date"", ""transformations"": {""0"": ""MinMaxScaler"", ""1"": ""ClipOutliers"", ""2"": ""StandardScaler"", ""3"": ""SeasonalDifference"", ""4"": ""PositiveShift""}, ""transformation_params"": {""0"": {}, ""1"": {""method"": ""clip"", ""std_threshold"": 1, ""fillna"": null}, ""2"": {}, ""3"": {""lag_1"": 12, ""method"": ""Median""}, ""4"": {}}}",0,4,9.699932303274888,7.245628320088888,9.243830852508676,1.1801401732805499,3.7783676450846353,4.344478618452993,4.738417116784705,0.49825204388741406,0.25,0.5,22.178461111249575,0.4107142857142857,1.58885100784634,7.245628320088888,12.520624752986558,9.699932303274888,7.245628320088888,9.243830852508676,1.1801401732805499,3.7783676450846353,4.344478618452993,4.738417116784705,0.49825204388741406,22.178461111249575,0.4107142857142857,1.58885100784634,7.245628320088888,12.520624752986558,0.25,0.5,0.0818,27.05771646877099,206.0
